index,GHO (CODE),GHO (DISPLAY),GHO (URL),GBDCHILDCAUSES (CODE),GBDCHILDCAUSES (DISPLAY),GBDCHILDCAUSES (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
7878,MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2014.0,2014,,WPR,2014,2014,Western Pacific,,PHL,Philippines,,DAYS0-27,0-27 days,,,,,,,,CH15,Congenital anomaliesCongenital anomalies,,5481,5481.09800,,,,,
7879,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2014.0,2014,,WPR,2014,2014,Western Pacific,,PHL,Philippines,,DAYS0-27,0-27 days,,,,,,,,CH15,Congenital anomaliesCongenital anomalies,,2.3,2.31002,,,,,
7880,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2014.0,2014,,WPR,2014,2014,Western Pacific,,PHL,Philippines,,DAYS0-27,0-27 days,,,,,,,,CH15,Congenital anomaliesCongenital anomalies,,0.2,0.16259,,,,,
7881,MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2014.0,2014,,WPR,2014,2014,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH16,Other noncommunicable diseasesOther noncommunicable diseases,,4159,4158.90500,,,,,
7882,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2014.0,2014,,WPR,2014,2014,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH16,Other noncommunicable diseasesOther noncommunicable diseases,,1.8,1.75278,,,,,
7883,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2014.0,2014,,WPR,2014,2014,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH16,Other noncommunicable diseasesOther noncommunicable diseases,,0.1,0.05886,,,,,
7884,MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2014.0,2014,,WPR,2014,2014,Western Pacific,,PHL,Philippines,,DAYS0-27,0-27 days,,,,,,,,CH17,InjuriesInjuries,,438,438.48090,,,,,
7885,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,MONTHS1-59,1-59 months,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,0,0.00088,,,,,
7886,MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,31,31.40010,,,,,
7887,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,0,0.01316,,,,,
7888,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,0,0.00046,,,,,
7889,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,MONTHS1-59,1-59 months,,,,,,,,CH5,TetanusTetanus,,0,0.00208,,,,,
7890,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,MONTHS1-59,1-59 months,,,,,,,,CH5,TetanusTetanus,,0,0.00014,,,,,
7891,MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH5,TetanusTetanus,,107,107.24330,,,,,
7892,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH5,TetanusTetanus,,0,0.04495,,,,,
7893,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,DAYS0-27,0-27 days,,,,,,,,CH7,Meningitis/encephalitisMeningitis/encephalitis,,0,0.00133,,,,,
7894,MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,MONTHS1-59,1-59 months,,,,,,,,CH7,Meningitis/encephalitisMeningitis/encephalitis,,1012,1011.63400,,,,,
7895,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,MONTHS1-59,1-59 months,,,,,,,,CH7,Meningitis/encephalitisMeningitis/encephalitis,,0.4,0.42402,,,,,
7896,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,MONTHS1-59,1-59 months,,,,,,,,CH7,Meningitis/encephalitisMeningitis/encephalitis,,0,0.02856,,,,,
7897,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,DAYS0-27,0-27 days,,,,,,,,CH9,Acute lower respiratory infectionsAcute lower respiratory infections,,0.8,0.83652,,,,,
7898,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,DAYS0-27,0-27 days,,,,,,,,CH9,Acute lower respiratory infectionsAcute lower respiratory infections,,0.1,0.05944,,,,,
7899,MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,MONTHS1-59,1-59 months,,,,,,,,CH9,Acute lower respiratory infectionsAcute lower respiratory infections,,10055,10055.33000,,,,,
7900,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,MONTHS1-59,1-59 months,,,,,,,,CH9,Acute lower respiratory infectionsAcute lower respiratory infections,,4.2,4.21460,,,,,
7901,MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,DAYS0-27,0-27 days,,,,,,,,CH11,Birth asphyxia and birth traumaBirth asphyxia and birth trauma,,8031,8031.17400,,,,,
7902,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,DAYS0-27,0-27 days,,,,,,,,CH11,Birth asphyxia and birth traumaBirth asphyxia and birth trauma,,3.4,3.36619,,,,,
7903,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,DAYS0-27,0-27 days,,,,,,,,CH11,Birth asphyxia and birth traumaBirth asphyxia and birth trauma,,0.2,0.23920,,,,,
7904,MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,MONTHS1-59,1-59 months,,,,,,,,CH11,Birth asphyxia and birth traumaBirth asphyxia and birth trauma,,1004,1003.78500,,,,,
7905,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,1.9,1.86401,,,,,
7906,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,0.1,0.06446,,,,,
7907,MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,DAYS0-27,0-27 days,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditionsOther communicable, perinatal and nutritional conditions",,2211,2210.62900,,,,,
7908,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,DAYS0-27,0-27 days,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditionsOther communicable, perinatal and nutritional conditions",,0.9,0.92656,,,,,
7909,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,DAYS0-27,0-27 days,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditionsOther communicable, perinatal and nutritional conditions",,0.1,0.06584,,,,,
7910,MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH15,Congenital anomaliesCongenital anomalies,,7308,7308.40100,,,,,
7911,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH15,Congenital anomaliesCongenital anomalies,,3.1,3.06325,,,,,
7912,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH15,Congenital anomaliesCongenital anomalies,,0.1,0.10593,,,,,
7913,MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,DAYS0-27,0-27 days,,,,,,,,CH16,Other noncommunicable diseasesOther noncommunicable diseases,,32,31.70720,,,,,
7914,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,MONTHS1-59,1-59 months,,,,,,,,CH17,InjuriesInjuries,,0.2,0.15023,,,,,
7915,MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH17,InjuriesInjuries,,5775,5775.04700,,,,,
7916,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH17,InjuriesInjuries,,2.4,2.42056,,,,,
7917,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH17,InjuriesInjuries,,0.1,0.08370,,,,,
7918,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,MONTHS1-59,1-59 months,,,,,,,,CH3,Diarrhoeal diseasesDiarrhoeal diseases,,2.1,2.10089,,,,,
7919,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,MONTHS1-59,1-59 months,,,,,,,,CH3,Diarrhoeal diseasesDiarrhoeal diseases,,0.1,0.14441,,,,,
7920,MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH3,Diarrhoeal diseasesDiarrhoeal diseases,,5204,5203.62400,,,,,
7921,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH3,Diarrhoeal diseasesDiarrhoeal diseases,,2.2,2.16926,,,,,
7922,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,DAYS0-27,0-27 days,,,,,,,,CH6,MeaslesMeasles,,0,0.00000,,,,,
7923,MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,MONTHS1-59,1-59 months,,,,,,,,CH6,MeaslesMeasles,,480,480.19120,,,,,
7924,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,MONTHS1-59,1-59 months,,,,,,,,CH6,MeaslesMeasles,,0.2,0.20018,,,,,
7925,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,MONTHS1-59,1-59 months,,,,,,,,CH6,MeaslesMeasles,,0,0.01376,,,,,
7926,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,DAYS0-27,0-27 days,,,,,,,,CH8,MalariaMalaria,,0,0.00000,,,,,
7927,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,DAYS0-27,0-27 days,,,,,,,,CH8,MalariaMalaria,,0,0.00000,,,,,
7928,MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,MONTHS1-59,1-59 months,,,,,,,,CH8,MalariaMalaria,,8,8.00000,,,,,
7929,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,MONTHS1-59,1-59 months,,,,,,,,CH8,MalariaMalaria,,0,0.00334,,,,,
7930,MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,DAYS0-27,0-27 days,,,,,,,,CH10,PrematurityPrematurity,,10336,10335.78000,,,,,
7931,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,DAYS0-27,0-27 days,,,,,,,,CH10,PrematurityPrematurity,,4.3,4.30872,,,,,
7932,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,DAYS0-27,0-27 days,,,,,,,,CH10,PrematurityPrematurity,,0.3,0.31029,,,,,
7933,MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,MONTHS1-59,1-59 months,,,,,,,,CH10,PrematurityPrematurity,,935,935.10040,,,,,
7934,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH11,Birth asphyxia and birth traumaBirth asphyxia and birth trauma,,3.7,3.73584,,,,,
7935,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH11,Birth asphyxia and birth traumaBirth asphyxia and birth trauma,,0.1,0.13138,,,,,
7936,MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,DAYS0-27,0-27 days,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,4418,4417.79400,,,,,
7937,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,DAYS0-27,0-27 days,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,1.8,1.84166,,,,,
7938,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,DAYS0-27,0-27 days,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,0.1,0.13263,,,,,
7939,MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditionsOther communicable, perinatal and nutritional conditions",,8118,8117.84000,,,,,
7940,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditionsOther communicable, perinatal and nutritional conditions",,3.4,3.38412,,,,,
7941,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditionsOther communicable, perinatal and nutritional conditions",,0.1,0.11901,,,,,
7942,MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,DAYS0-27,0-27 days,,,,,,,,CH15,Congenital anomaliesCongenital anomalies,,5589,5588.74900,,,,,
7943,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,MONTHS1-59,1-59 months,,,,,,,,CH16,Other noncommunicable diseasesOther noncommunicable diseases,,0.1,0.11341,,,,,
7944,MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH16,Other noncommunicable diseasesOther noncommunicable diseases,,3990,3990.03600,,,,,
7945,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH16,Other noncommunicable diseasesOther noncommunicable diseases,,1.7,1.66334,,,,,
7946,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH16,Other noncommunicable diseasesOther noncommunicable diseases,,0.1,0.05850,,,,,
7947,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2017.0,2017,,WPR,2017,2017,Western Pacific,,PHL,Philippines,,MONTHS1-59,1-59 months,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,0,0.01699,,,,,
7948,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2017.0,2017,,WPR,2017,2017,Western Pacific,,PHL,Philippines,,MONTHS1-59,1-59 months,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,0,0.00119,,,,,
7949,MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2017.0,2017,,WPR,2017,2017,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,41,41.37944,,,,,
7950,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2017.0,2017,,WPR,2017,2017,Western Pacific,,PHL,Philippines,,YEARS0-4,0-4 years,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,0,0.01716,,,,,
7951,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2017.0,2017,,WPR,2017,2017,Western Pacific,,PHL,Philippines,,DAYS0-27,0-27 days,,,,,,,,CH5,TetanusTetanus,,0,0.00287,,,,,
7952,MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2017.0,2017,,WPR,2017,2017,Western Pacific,,PHL,Philippines,,MONTHS1-59,1-59 months,,,,,,,,CH5,TetanusTetanus,,5,4.51443,,,,,
7953,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2017.0,2017,,WPR,2017,2017,Western Pacific,,PHL,Philippines,,MONTHS1-59,1-59 months,,,,,,,,CH5,TetanusTetanus,,0,0.00187,,,,,
7954,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2017.0,2017,,WPR,2017,2017,Western Pacific,,PHL,Philippines,,MONTHS1-59,1-59 months,,,,,,,,CH5,TetanusTetanus,,0,0.00013,,,,,
7955,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2017.0,2017,,WPR,2017,2017,Western Pacific,,PHL,Philippines,,DAYS0-27,0-27 days,,,,,,,,CH7,Meningitis/encephalitisMeningitis/encephalitis,,0,0.01775,,,,,
7956,MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2017.0,2017,,WPR,2017,2017,Western Pacific,,PHL,Philippines,,DAYS0-27,0-27 days,,,,,,,,CH7,Meningitis/encephalitisMeningitis/encephalitis,,0,0.00130,,,,,
7957,MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2017.0,2017,,WPR,2017,2017,Western Pacific,,PHL,Philippines,,MONTHS1-59,1-59 months,,,,,,,,CH7,Meningitis/encephalitisMeningitis/encephalitis,,755,754.68740,,,,,
7958,MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2017.0,2017,,WPR,2017,2017,Western Pacific,,PHL,Philippines,,MONTHS1-59,1-59 months,,,,,,,,CH7,Meningitis/encephalitisMeningitis/encephalitis,,0.3,0.31299,,,,,
