index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),PLACE (CODE),PLACE (DISPLAY),PLACE (URL),INADEQUACY (CODE),INADEQUACY (DISPLAY),INADEQUACY (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
511,AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE000,Total,,47676 [33070–59443],47675.65814,33070.38672,59442.72266,,,
512,AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,25 [17–32],24.86733,16.93645,31.73557,,,
513,AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,30 [20–39],30.00756,19.83454,38.84369,,,
514,AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,17 [11–22],16.57197,11.05109,21.62124,,,
515,AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,4 [3–5],3.84954,2.60741,5.05703,,,
516,AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,10 [2–18],10.47295,2.32559,17.97261,,,
517,AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,50 [33–64],49.70717,32.85568,64.34412,,,
518,AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,25 [17–32],24.74397,16.50062,32.28315,,,
519,AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE000,Total,,134 [95–165],134.00969,94.55355,164.69862,,,
520,AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,16 [7–24],15.77359,7.43038,23.53924,,,
521,AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,45 [30–58],45.35125,30.13742,58.02891,,,
522,AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,1089634 [725140–1413208],1089634.48200,725140.25,1413207.625,,,
523,AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,592551 [390661–775948],592550.92380,390660.9688,775948.1875,,,
524,AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,74259 [47831–101848],74258.54218,47831.28906,101848.0625,,,
525,AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE000,Total,,2857357 [2036395–3494147],2857356.78100,2036394.875,3494146.5,,,
526,AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,183264 [40695–314500],183264.40360,40695.06641,314499.6875,,,
527,AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,292097 [135853–438447],292096.97070,135852.7344,438447.2813,,,
528,AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,1055 [702–1368],1054.61877,701.83765,1367.79382,,,
529,AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,283 [131–424],282.71036,131.48708,424.35767,,,
530,AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE000,Total,,2766 [1971–3382],2765.53491,1970.95471,3381.86108,,,
531,AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,517 [347–670],517.04572,346.58762,670.0885,,,
532,AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE000,Total,,2314 [1639–2824],2314.21997,1639.18103,2823.927,,,
533,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE104,Cataracts,,41 [22–57],40.95005,22.15496,56.58364,,,
534,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,695 [466–901],694.87811,465.79276,900.55835,,,
535,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,1088 [730–1397],1088.46130,729.57501,1397.40723,,,
536,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,298 [184–388],298.20535,183.89622,388.22375,,,
537,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,1240 [825–1608],1239.54028,824.90094,1607.62878,,,
538,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,156 [106–205],156.22478,105.87402,205.1926,,,
539,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,218 [140–299],217.72804,140.24263,298.62125,,,
540,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,832 [552–1096],831.96179,551.63763,1095.91394,,,
541,AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,5813 [2891–9356],5813.34226,2891.23364,9355.73047,,,
542,AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,10358 [7999–13097],10357.98817,7999.43897,13097.01172,,,
543,AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,1 [0–1],0.66373,0.35002,1.05337,,,
544,AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,10 [8–13],10.02513,7.74237,12.67614,,,
545,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,19 [10–31],19.32051,9.60895,31.09356,,,
546,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,22 [11–36],22.40271,11.14186,36.05391,,,
547,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,28 [23–33],28.34449,23.07175,33.1308,,,
548,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,36 [29–42],35.79923,29.43589,41.69259,,,
549,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,1 [0–1],0.91436,0.48219,1.45114,,,
550,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,15 [12–19],15.12915,11.68419,19.12984,,,
551,AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE000,Total,,46816 [38809–55989],46815.90523,38809.46875,55988.85156,,,
552,AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE000,Total,,27359 [23048–32289],27359.17583,23048.47461,32288.99219,,,
553,AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,2793 [1324–4638],2793.12286,1324.21326,4638.13086,,,
554,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE000,Total,,72 [60–86],71.79057,59.51298,85.85696,,,
555,AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,5 [3–9],5.36931,2.54558,8.91603,,,
556,AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,200891 [166961–234223],200890.82670,166960.5,234222.7969,,,
557,AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,32588 [17185–51718],32587.55374,17185.00781,51718.15234,,,
558,AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,198416 [153461–247849],198416.00240,153460.7813,247848.9063,,,
559,AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,93957 [44545–156020],93956.71045,44544.66406,156020.1875,,,
560,AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE000,Total,,1106 [895–1348],1105.57459,894.64227,1348.36267,,,
561,AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,133 [63–221],133.00798,63.05878,220.86691,,,
562,AIR_8,Ambient air pollution attributable DALYs  in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,93601 [46552–150637],93601.09375,46551.98438,150637.375,,,
563,AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,44 [23–70],44.01610,23.21184,69.85585,,,
564,AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,25 [13–40],25.18294,13.28019,39.96664,,,
565,AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,425 [331–527],425.10764,330.54553,527.1825,,,
566,AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,204 [97–339],203.99350,96.71285,338.74219,,,
567,AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE000,Total,,1810 [1508–2140],1809.59460,1508.25464,2140.04956,,,
568,WSH_10_SAN,Number of diarrhoea deaths from inadequate sanitation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,YEARSALL,All age groups (total),,FMLE,Female,,,,,,,,,,,INADEQUATE_SANITATION,Inadequate sanitation,,,,,559,558.61300,,,,,
569,WSH_10_SAN,Number of diarrhoea deaths from inadequate sanitation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,YEARSUNDER5,<5 years,,BTSX,Both sexes,,,,,,,,,,,INADEQUATE_SANITATION,Inadequate sanitation,,,,,739,739.00000,,,,,
570,WSH_30_SAN,Number of diarrhoea DALYs from inadequate sanitation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,YEARSALL,All age groups (total),,FMLE,Female,,,,,,,,,,,INADEQUATE_SANITATION,Inadequate sanitation,,,,,44 427,44427.07252,,,,,
571,WSH_10_WAT,Number of diarrhoea deaths from inadequate water,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,YEARSALL,All age groups (total),,BTSX,Both sexes,,,,,,,,,,,INADEQUATE_WATER,Inadequate water,,,,,2622,2622.44892,,,,,
572,WSH_10_WAT,Number of diarrhoea deaths from inadequate water,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,YEARSUNDER5,<5 years,,BTSX,Both sexes,,,,,,,,,,,INADEQUATE_WATER,Inadequate water,,,,,1470,1470.00000,,,,,
573,WSH_30_WAT,Number of diarrhoea DALYs from inadequate water,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,YEARSUNDER5,<5 years,,BTSX,Both sexes,,,,,,,,,,,INADEQUATE_WATER,Inadequate water,,,,,142 407,142407.06210,,,,,
574,WSH_20_WAT,Attributable fraction of diarrhoea to inadequate water,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5282,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,YEARSALL,All age groups (total),,BTSX,Both sexes,,,,,,,,,,,INADEQUATE_WATER,Inadequate water,,,,,0.31 [0.11-0.44],0.31000,0.11,0.44,,,
575,WSH_30_HYG,Number of diarrhoea DALYs from inadequate hygiene,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,YEARSALL,All age groups (total),,FMLE,Female,,,,,,,,,,,INADEQUATE_HYGIENE,Inadequate hygiene,,,,,34 381,34380.73036,,,,,
576,WSH_30_HYG,Number of diarrhoea DALYs from inadequate hygiene,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,YEARSALL,All age groups (total),,BTSX,Both sexes,,,,,,,,,,,INADEQUATE_HYGIENE,Inadequate hygiene,,,,,83 371,83371.15442,,,,,
577,WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,YEARSALL,All age groups (total),,FMLE,Female,,,,,,,,,,,INADEQUATE_WSH,"Inadequate water, sanitation and hygiene",,,,,138 683,138682.89710,,,,,
578,AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,9895,9895.07309,,,,,
579,AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,121 809,121808.95480,,,,,
