index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
3498,NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/36,PUBLISHED,Published,,2010.0,2010,,WPR,Western Pacific,,PHL,2010,2010,Philippines,,,,,MLE,Male,,GHE060,Noncommunicable diseases,,217.2,217.24130,,,,,
3499,NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/36,PUBLISHED,Published,,2016.0,2016,,WPR,Western Pacific,,PHL,2016,2016,Philippines,,,,,BTSX,Both sexes,,GHE060,Noncommunicable diseases,,446.3,446.26520,,,,,
3500,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2381,PUBLISHED,Published,,2016.0,2016,,WPR,Western Pacific,,PHL,2016,2016,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,48.0 [38.1-58.1],48.04539,38.12043,58.13238,,,
3501,NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2006.0,2006,,WPR,Western Pacific,,PHL,2006,2006,Philippines,,YEARS11-17,11-17 years,,BTSX,Both sexes,,,,,92.5 [90.9-93.9],92.53703,90.90712,93.89432,,,
3502,NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2008.0,2008,,WPR,Western Pacific,,PHL,2008,2008,Philippines,,YEARS11-17,11-17 years,,BTSX,Both sexes,,,,,92.7 [91.1-94.0],92.72511,91.14811,94.03941,,,
3503,NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2015.0,2015,,WPR,Western Pacific,,PHL,2015,2015,Philippines,,YEARS11-17,11-17 years,,BTSX,Both sexes,,,,,93.3 [91.8-94.5],93.32449,91.8492,94.54845,,,
3504,NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2001.0,2001,,WPR,Western Pacific,,PHL,2001,2001,Philippines,,YEARS11-17,11-17 years,,FMLE,Female,,,,,93.9 [92.4-95.2],93.93971,92.44679,95.15303,,,
3505,NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2006.0,2006,,WPR,Western Pacific,,PHL,2006,2006,Philippines,,YEARS11-17,11-17 years,,FMLE,Female,,,,,94.0 [92.6-95.1],93.99386,92.59205,95.14433,,,
3506,NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2008.0,2008,,WPR,Western Pacific,,PHL,2008,2008,Philippines,,YEARS11-17,11-17 years,,FMLE,Female,,,,,94.0 [92.6-95.2],94.01583,92.63657,95.15026,,,
3507,NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2015.0,2015,,WPR,Western Pacific,,PHL,2015,2015,Philippines,,YEARS11-17,11-17 years,,FMLE,Female,,,,,94.1 [92.7-95.2],94.09743,92.73337,95.21864,,,
3508,NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2001.0,2001,,WPR,Western Pacific,,PHL,2001,2001,Philippines,,YEARS11-17,11-17 years,,MLE,Male,,,,,90.2 [88.1-92.0],90.21127,88.09222,91.98752,,,
3509,NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2008.0,2008,,WPR,Western Pacific,,PHL,2008,2008,Philippines,,YEARS11-17,11-17 years,,MLE,Male,,,,,91.5 [89.7-93.0],91.48918,89.72282,92.97572,,,
3510,NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2010.0,2010,,WPR,Western Pacific,,PHL,2010,2010,Philippines,,YEARS11-17,11-17 years,,MLE,Male,,,,,91.8 [90.1-93.3],91.82539,90.12775,93.25294,,,
3511,NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2015.0,2015,,WPR,Western Pacific,,PHL,2015,2015,Philippines,,YEARS11-17,11-17 years,,MLE,Male,,,,,92.6 [91.0-93.9],92.61163,91.03375,93.93034,,,
3512,NCD_CCS_NCDGuide,Existence of evidence-based national guidelines/protocols/standards for the management of major NCDs through a primary care approach,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4478,PUBLISHED,Published,,2019.0,2019,,WPR,Western Pacific,,PHL,2019,2019,Philippines,,,,,,,,,,,No,,,,,,
3513,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1980.0,1980,,WPR,Western Pacific,,PHL,1980,1980,Philippines,,,,,MLE,Male,,,,,4.90 [3.84-5.92],4.90181,3.83942,5.92006,,,
3514,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1987.0,1987,,WPR,Western Pacific,,PHL,1987,1987,Philippines,,,,,MLE,Male,,,,,4.91 [4.28-5.54],4.91271,4.27996,5.54093,,,
3515,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1989.0,1989,,WPR,Western Pacific,,PHL,1989,1989,Philippines,,,,,MLE,Male,,,,,4.92 [4.36-5.48],4.92474,4.36155,5.47713,,,
3516,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1994.0,1994,,WPR,Western Pacific,,PHL,1994,1994,Philippines,,,,,MLE,Male,,,,,4.96 [4.53-5.37],4.95665,4.53298,5.37326,,,
3517,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1996.0,1996,,WPR,Western Pacific,,PHL,1996,1996,Philippines,,,,,MLE,Male,,,,,4.97 [4.60-5.33],4.96742,4.59878,5.33423,,,
3518,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,2003.0,2003,,WPR,Western Pacific,,PHL,2003,2003,Philippines,,,,,MLE,Male,,,,,4.98 [4.71-5.25],4.98250,4.71193,5.24992,,,
3519,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,2005.0,2005,,WPR,Western Pacific,,PHL,2005,2005,Philippines,,,,,MLE,Male,,,,,4.98 [4.68-5.28],4.98441,4.67939,5.28187,,,
3520,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,2012.0,2012,,WPR,Western Pacific,,PHL,2012,2012,Philippines,,,,,MLE,Male,,,,,5.00 [4.32-5.68],5.00030,4.31538,5.67676,,,
3521,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,2014.0,2014,,WPR,Western Pacific,,PHL,2014,2014,Philippines,,,,,MLE,Male,,,,,5.01 [4.16-5.85],5.00628,4.16471,5.85213,,,
3522,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,2014.0,2014,,WPR,Western Pacific,,PHL,2014,2014,Philippines,,,,,FMLE,Female,,,,,5.13 [4.00-6.27],5.13168,4.00318,6.26556,,,
3523,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,2012.0,2012,,WPR,Western Pacific,,PHL,2012,2012,Philippines,,,,,FMLE,Female,,,,,5.10 [4.20-5.98],5.09640,4.20362,5.98038,,,
3524,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,2007.0,2007,,WPR,Western Pacific,,PHL,2007,2007,Philippines,,,,,FMLE,Female,,,,,5.01 [4.59-5.45],5.01492,4.59429,5.44796,,,
3525,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,2005.0,2005,,WPR,Western Pacific,,PHL,2005,2005,Philippines,,,,,FMLE,Female,,,,,4.98 [4.68-5.29],4.98183,4.68032,5.28963,,,
3526,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1998.0,1998,,WPR,Western Pacific,,PHL,1998,1998,Philippines,,,,,FMLE,Female,,,,,4.89 [4.54-5.25],4.89327,4.54066,5.25278,,,
3527,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1996.0,1996,,WPR,Western Pacific,,PHL,1996,1996,Philippines,,,,,FMLE,Female,,,,,4.88 [4.47-5.30],4.88307,4.47226,5.30477,,,
3528,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1989.0,1989,,WPR,Western Pacific,,PHL,1989,1989,Philippines,,,,,FMLE,Female,,,,,4.91 [4.24-5.57],4.90668,4.23527,5.56691,,,
3529,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1987.0,1987,,WPR,Western Pacific,,PHL,1987,1987,Philippines,,,,,FMLE,Female,,,,,4.92 [4.14-5.70],4.92351,4.13914,5.69536,,,
3530,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1982.0,1982,,WPR,Western Pacific,,PHL,1982,1982,Philippines,,,,,FMLE,Female,,,,,4.99 [3.84-6.18],4.99457,3.83705,6.17953,,,
3531,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1980.0,1980,,WPR,Western Pacific,,PHL,1980,1980,Philippines,,,,,FMLE,Female,,,,,5.02 [3.66-6.40],5.01705,3.6628,6.39831,,,
3532,NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3354,PUBLISHED,Published,,2015.0,2015,,WPR,Western Pacific,,PHL,2015,2015,Philippines,,,,,BTSX,Both sexes,,,,,26.9,26.90000,,,,,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
3533,NCD_CCS_NCDGuide,Existence of evidence-based national guidelines/protocols/standards for the management of major NCDs through a primary care approach,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4478,PUBLISHED,Published,,2017.0,2017,,WPR,Western Pacific,,PHL,2017,2017,Philippines,,,,,,,,,,,No,,,,,,
3534,NCD_UNDER70,NCD deaths under age 70 (percent of all NCD deaths),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4731,PUBLISHED,Published,,2000.0,2000,,WPR,Western Pacific,,PHL,2000,2000,Philippines,,,,,FMLE,Female,,,,,58,58.32739,,,,,
3535,NCD_UNDER70,NCD deaths under age 70 (percent of all NCD deaths),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4731,PUBLISHED,Published,,2010.0,2010,,WPR,Western Pacific,,PHL,2010,2010,Philippines,,,,,MLE,Male,,,,,69,68.87505,,,,,
3536,NCD_UNDER70,NCD deaths under age 70 (percent of all NCD deaths),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4731,PUBLISHED,Published,,2015.0,2015,,WPR,Western Pacific,,PHL,2015,2015,Philippines,,,,,BTSX,Both sexes,,,,,63,63.27485,,,,,
3537,NCD_UNDER70,NCD deaths under age 70 (percent of all NCD deaths),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4731,PUBLISHED,Published,,2016.0,2016,,WPR,Western Pacific,,PHL,2016,2016,Philippines,,,,,FMLE,Female,,,,,55,55.00566,,,,,
3538,NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/36,PUBLISHED,Published,,2015.0,2015,,WPR,Western Pacific,,PHL,2015,2015,Philippines,,,,,FMLE,Female,,GHE060,Noncommunicable diseases,,191.3,191.26470,,,,,
3539,NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/36,PUBLISHED,Published,,2010.0,2010,,WPR,Western Pacific,,PHL,2010,2010,Philippines,,,,,BTSX,Both sexes,,GHE060,Noncommunicable diseases,,389.6,389.57600,,,,,
3540,NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/36,PUBLISHED,Published,,2000.0,2000,,WPR,Western Pacific,,PHL,2000,2000,Philippines,,,,,BTSX,Both sexes,,GHE060,Noncommunicable diseases,,269.7,269.65880,,,,,
3541,NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2381,PUBLISHED,Published,,2016.0,2016,,WPR,Western Pacific,,PHL,2016,2016,Philippines,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,39.7 [31.3-48.6],39.65748,31.27493,48.5666,,,
3542,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2381,PUBLISHED,Published,,2016.0,2016,,WPR,Western Pacific,,PHL,2016,2016,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,28.3 [21.7-35.9],28.27903,21.74679,35.86073,,,
3543,NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2005.0,2005,,WPR,Western Pacific,,PHL,2005,2005,Philippines,,YEARS11-17,11-17 years,,BTSX,Both sexes,,,,,92.4 [90.8-93.8],92.43848,90.77758,93.82058,,,
3544,NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2007.0,2007,,WPR,Western Pacific,,PHL,2007,2007,Philippines,,YEARS11-17,11-17 years,,BTSX,Both sexes,,,,,92.6 [91.0-94.0],92.63248,91.0305,93.96719,,,
3545,NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2014.0,2014,,WPR,Western Pacific,,PHL,2014,2014,Philippines,,YEARS11-17,11-17 years,,BTSX,Both sexes,,,,,93.2 [91.8-94.5],93.24157,91.75862,94.47358,,,
3546,NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2016.0,2016,,WPR,Western Pacific,,PHL,2016,2016,Philippines,,YEARS11-17,11-17 years,,BTSX,Both sexes,,,,,93.4 [91.9-94.6],93.40804,91.93866,94.62508,,,
3547,NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2007.0,2007,,WPR,Western Pacific,,PHL,2007,2007,Philippines,,YEARS11-17,11-17 years,,FMLE,Female,,,,,94.0 [92.6-95.1],94.00486,92.61534,95.14661,,,
3548,NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2009.0,2009,,WPR,Western Pacific,,PHL,2009,2009,Philippines,,YEARS11-17,11-17 years,,FMLE,Female,,,,,94.0 [92.7-95.2],94.02678,92.65572,95.15527,,,
3549,NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2014.0,2014,,WPR,Western Pacific,,PHL,2014,2014,Philippines,,YEARS11-17,11-17 years,,FMLE,Female,,,,,94.1 [92.7-95.2],94.08554,92.72532,95.20458,,,
3550,NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2016.0,2016,,WPR,Western Pacific,,PHL,2016,2016,Philippines,,YEARS11-17,11-17 years,,FMLE,Female,,,,,94.1 [92.7-95.2],94.11144,92.74209,95.23571,,,
3551,NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2007.0,2007,,WPR,Western Pacific,,PHL,2007,2007,Philippines,,YEARS11-17,11-17 years,,MLE,Male,,,,,91.3 [89.5-92.8],91.31641,89.51069,92.83616,,,
3552,NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2009.0,2009,,WPR,Western Pacific,,PHL,2009,2009,Philippines,,YEARS11-17,11-17 years,,MLE,Male,,,,,91.7 [89.9-93.1],91.65882,89.92844,93.11466,,,
3553,NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2016.0,2016,,WPR,Western Pacific,,PHL,2016,2016,Philippines,,YEARS11-17,11-17 years,,MLE,Male,,,,,92.8 [91.2-94.1],92.75953,91.19793,94.06212,,,
3554,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1986.0,1986,,WPR,Western Pacific,,PHL,1986,1986,Philippines,,,,,MLE,Male,,,,,4.91 [4.23-5.58],4.91005,4.23324,5.58048,,,
3555,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1988.0,1988,,WPR,Western Pacific,,PHL,1988,1988,Philippines,,,,,MLE,Male,,,,,4.92 [4.32-5.51],4.91753,4.32161,5.5079,,,
3556,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1995.0,1995,,WPR,Western Pacific,,PHL,1995,1995,Philippines,,,,,MLE,Male,,,,,4.96 [4.56-5.35],4.96227,4.56442,5.3546,,,
3557,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1997.0,1997,,WPR,Western Pacific,,PHL,1997,1997,Philippines,,,,,MLE,Male,,,,,4.97 [4.63-5.32],4.97233,4.62768,5.3162,,,
3558,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,2002.0,2002,,WPR,Western Pacific,,PHL,2002,2002,Philippines,,,,,MLE,Male,,,,,4.98 [4.71-5.26],4.98243,4.70741,5.25534,,,
3559,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,2004.0,2004,,WPR,Western Pacific,,PHL,2004,2004,Philippines,,,,,MLE,Male,,,,,4.98 [4.70-5.26],4.98343,4.70073,5.25916,,,
3560,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,2006.0,2006,,WPR,Western Pacific,,PHL,2006,2006,Philippines,,,,,MLE,Male,,,,,4.99 [4.65-5.31],4.98626,4.65256,5.3145,,,
3561,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,2011.0,2011,,WPR,Western Pacific,,PHL,2011,2011,Philippines,,,,,MLE,Male,,,,,5.00 [4.39-5.60],4.99745,4.38654,5.59668,,,
3562,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,2013.0,2013,,WPR,Western Pacific,,PHL,2013,2013,Philippines,,,,,MLE,Male,,,,,5.00 [4.25-5.76],5.00343,4.24505,5.75874,,,
3563,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,2013.0,2013,,WPR,Western Pacific,,PHL,2013,2013,Philippines,,,,,FMLE,Female,,,,,5.11 [4.11-6.12],5.11433,4.10792,6.11605,,,
3564,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,2006.0,2006,,WPR,Western Pacific,,PHL,2006,2006,Philippines,,,,,FMLE,Female,,,,,5.00 [4.64-5.36],4.99771,4.64494,5.35922,,,
3565,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,2004.0,2004,,WPR,Western Pacific,,PHL,2004,2004,Philippines,,,,,FMLE,Female,,,,,4.97 [4.69-5.24],4.96726,4.69327,5.24262,,,
3566,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1999.0,1999,,WPR,Western Pacific,,PHL,1999,1999,Philippines,,,,,FMLE,Female,,,,,4.90 [4.58-5.23],4.90229,4.58289,5.23089,,,
3567,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1997.0,1997,,WPR,Western Pacific,,PHL,1997,1997,Philippines,,,,,FMLE,Female,,,,,4.89 [4.50-5.28],4.88784,4.50425,5.27652,,,
3568,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1995.0,1995,,WPR,Western Pacific,,PHL,1995,1995,Philippines,,,,,FMLE,Female,,,,,4.88 [4.44-5.33],4.88130,4.43777,5.33278,,,
3569,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1990.0,1990,,WPR,Western Pacific,,PHL,1990,1990,Philippines,,,,,FMLE,Female,,,,,4.90 [4.28-5.52],4.90080,4.27567,5.52053,,,
3570,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1988.0,1988,,WPR,Western Pacific,,PHL,1988,1988,Philippines,,,,,FMLE,Female,,,,,4.91 [4.19-5.63],4.91381,4.18644,5.62628,,,
3571,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1981.0,1981,,WPR,Western Pacific,,PHL,1981,1981,Philippines,,,,,FMLE,Female,,,,,5.01 [3.76-6.29],5.00590,3.75966,6.28885,,,
3572,NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L or on medication) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1997.0,1997,,WPR,Western Pacific,,PHL,1997,1997,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,4.6 [2.9-6.7],4.60000,2.9,6.7,,,
3573,NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L or on medication) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1998.0,1998,,WPR,Western Pacific,,PHL,1998,1998,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,4.7 [3.0-6.8],4.70000,3.0,6.8,,,
3574,NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L or on medication) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1999.0,1999,,WPR,Western Pacific,,PHL,1999,1999,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,4.7 [3.1-6.8],4.70000,3.1,6.8,,,
3575,NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L or on medication) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2012.0,2012,,WPR,Western Pacific,,PHL,2012,2012,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,5.9 [3.6-8.8],5.90000,3.6,8.8,,,
