index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
579,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,72.2,72.20000,,,,,
580,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,19.5,19.50000,,,,,
581,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ2,Q2,,40.4,40.40000,,,,,
582,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ3,Q3,,48.4,48.40000,,,,,
583,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ4,Q4,,69.5,69.50000,,,,,
584,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ5,Q5 (Richest),,83.6,83.60000,,,,,
585,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,,,,38.9,38.90000,,,,,
586,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,55.3,55.30000,,,,,
587,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,21.4,21.40000,,,,,
588,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,39.6,39.60000,,,,,
589,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,55.1,55.10000,,,,,
590,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,63.0,63.00000,,,,,
591,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,25.6,25.60000,,,,,
592,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ2,Q2,,49.8,49.80000,,,,,
593,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ3,Q3,,62.5,62.50000,,,,,
594,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ4,Q4,,68.1,68.10000,,,,,
595,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ5,Q5 (Richest),,67.2,67.20000,,,,,
596,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,,,,29.9,29.90000,,,,,
597,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,38.0,38.00000,,,,,
598,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,21.8,21.80000,,,,,
599,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,33.6,33.60000,,,,,
600,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,41.9,41.90000,,,,,
601,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,33.6,33.60000,,,,,
602,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,24.0,24.00000,,,,,
603,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ2,Q2,,41.2,41.20000,,,,,
604,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ3,Q3,,49.9,49.90000,,,,,
605,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ4,Q4,,45.0,45.00000,,,,,
606,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ5,Q5 (Richest),,28.2,28.20000,,,,,
607,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,,,,26.7,26.70000,,,,,
608,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,31.8,31.80000,,,,,
609,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,21.9,21.90000,,,,,
610,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,28.6,28.60000,,,,,
611,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,35.7,35.70000,,,,,
612,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,25.9,25.90000,,,,,
613,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,32.0,32.00000,,,,,
614,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ2,Q2,,42.5,42.50000,,,,,
615,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ3,Q3,,39.3,39.30000,,,,,
616,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ4,Q4,,29.6,29.60000,,,,,
617,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ5,Q5 (Richest),,16.4,16.40000,,,,,
618,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,,,,87.1,87.10000,,,,,
619,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,93.0,93.00000,,,,,
620,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,80.9,80.90000,,,,,
621,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,86.2,86.20000,,,,,
622,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,93.6,93.60000,,,,,
623,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,96.4,96.40000,,,,,
624,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,80.2,80.20000,,,,,
625,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ2,Q2,,91.5,91.50000,,,,,
626,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ3,Q3,,95.0,95.00000,,,,,
627,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ4,Q4,,97.0,97.00000,,,,,
628,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ5,Q5 (Richest),,98.6,98.60000,,,,,
629,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,,,,85.9,85.90000,,,,,
630,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,92.3,92.30000,,,,,
631,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,79.6,79.60000,,,,,
632,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,91.1,91.10000,,,,,
633,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,92.5,92.50000,,,,,
634,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,92.5,92.50000,,,,,
635,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,87.4,87.40000,,,,,
636,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ2,Q2,,93.8,93.80000,,,,,
637,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ3,Q3,,92.5,92.50000,,,,,
638,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ4,Q4,,95.3,95.30000,,,,,
639,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ5,Q5 (Richest),,91.3,91.30000,,,,,
640,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,,,,89.6,89.60000,,,,,
641,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,96.4,96.40000,,,,,
642,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,82.4,82.40000,,,,,
643,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,92.8,92.80000,,,,,
644,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,96.5,96.50000,,,,,
645,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,97.8,97.80000,,,,,
646,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,90.8,90.80000,,,,,
647,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ2,Q2,,96.7,96.70000,,,,,
648,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ3,Q3,,97.2,97.20000,,,,,
649,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ4,Q4,,97.7,97.70000,,,,,
650,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ5,Q5 (Richest),,98.9,98.90000,,,,,
651,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,,,,90.1,90.10000,,,,,
652,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,93.8,93.80000,,,,,
653,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,86.3,86.30000,,,,,
654,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,88.4,88.40000,,,,,
