index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),ALCOHOLTYPE (CODE),ALCOHOLTYPE (DISPLAY),ALCOHOLTYPE (URL),NATIONALSYSTEMTYPE (CODE),NATIONALSYSTEMTYPE (DISPLAY),NATIONALSYSTEMTYPE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
1143,SA_0000001707,Persons with alcohol use disorders receiving treatment (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2370,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,.,,,,,,
1144,MH_2,Mental health plan,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2951,,,,PUBLISHED,Published,,2011,2011,,WPR,2011,2011,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,Yes,,,,,,
1145,SA_0000001746,"Alcohol, total  (recorded + unrecorded) per capita (15+) consumption with 95%CI, projections to 2025",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4402,,,,PUBLISHED,Published,,2025,2025,,WPR,2025,2025,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,6.5 [5.4-7.8],6.50000,5.4,7.8,,,
1146,RSUD_76,"Prevention activities for substance use disorders, main focus",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2570,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,More on drugs,,,,,,
1147,RSUD_79,Harm reduction programmes for IDUs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2573,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,yes,,,,,,
1148,RSUD_81,Clinical supervision of health care staff,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2575,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,yes,,,,,,
1149,E6_pt_of_sale,Ban on advertising: Point of sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1315,,,,PUBLISHED,Published,,2014,2014,,WPR,2014,2014,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,No,,,,,,
1150,E21_vending_machines,Complete ban on tobacco vending machines,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4586,,,,PUBLISHED,Published,,2014,2014,,WPR,2014,2014,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,No,,,,,,
1151,E14_prod_tv_films,Appearance of tobacco products in TV and/or films,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1291,,,,PUBLISHED,Published,,2012,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,No,,,,,,
1152,E22_subnational_exists,"Subnational bans on tobacco advertising, promotion and sponsorship",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1318,,,,PUBLISHED,Published,,2012,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,No,,,,,,
1153,E15_sponsored_events,Sponsored events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1317,,,,PUBLISHED,Published,,2010,2010,,WPR,2010,2010,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,No,,,,,,
1154,W21_emissions_A,Cigarette packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2734,,,,PUBLISHED,Published,,2007,2007,,WPR,2007,2007,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,No,,,,,,
1155,E6_pt_of_sale,Ban on advertising: Point of sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1315,,,,PUBLISHED,Published,,2007,2007,,WPR,2007,2007,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,No,,,,,,
1156,E16_csr_promo_self,Ban on tobacco companies/tobacco industry publicizing their “Corporate Social Responsibility” activities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4581,,,,PUBLISHED,Published,,2007,2007,,WPR,2007,2007,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,No,,,,,,
1157,M_smkless_age_range_youth,Youth survey age range - smokeless,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2725,,,,PUBLISHED,Published,,,,,WPR,,,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,13-15,,,,,,
1158,M_smkless_age_range_adult,Adult survey age range - smokeless,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2725,,,,PUBLISHED,Published,,,,,WPR,,,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,15+,,,,,,
1159,M_svy_age_adult,Adult survey age range,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2725,,,,PUBLISHED,Published,,,,,WPR,,,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,20+,,,,,,
1160,M_def_2_text_youth,Youth indicator 2 definition,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4571,,,,PUBLISHED,Published,,,,,WPR,,,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,Current cigarette smoking,,,,,,
1161,M_smkless_def_text_adult,Adult smokeless tobacco use indicator definition,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4571,,,,PUBLISHED,Published,,,,,WPR,,,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,Current smokeless tobacco use,,,,,,
1162,M_smkless_survey_title_adult,Name of survey of adults - smokeless,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4569,,,,PUBLISHED,Published,,,,,WPR,,,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,Global Adult Tobacco Survey (GATS) - Philippines,,,,,,
1163,M_survey_title_youth,Name of survey of youth,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4570,,,,PUBLISHED,Published,,,,,WPR,,,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,Global School-Based Student Health Survey,,,,,,
1164,M_smkless_svy_national_youth,Representativeness of survey of youth - smokeless,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/345,,,,PUBLISHED,Published,,,,,WPR,,,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,National,,,,,,
1165,M_def_2_text_adult,Adult indicator 2 definition,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4571,,,,PUBLISHED,Published,,,,,WPR,,,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,Not available,,,,,,Data not reported / not available
1166,P16_subnat_complete_bans_exist,Comprehensive bans in place subnationally,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1242,,,,PUBLISHED,Published,,2012,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,No,,,,,,
1167,R_excise_incr,Tobacco excises increased over the survey period,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2760,,,,PUBLISHED,Published,,2012,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,Yes,,,,,,
1168,M_def_1_prev_adult,Adult indicator 1 rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4572,,,,PUBLISHED,Published,,,,,WPR,,,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,7.8,7.80000,,,,,
1169,M_def_2_prev_adult,Adult indicator 2 rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4572,,,,PUBLISHED,Published,,,,,WPR,,,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,Not available,,,,,,Data not reported / not available
1170,M_smkless_prev_adult,Adult smokeless tobacco use indicator rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4572,,,,PUBLISHED,Published,,,,,WPR,,,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,2.8,2.80000,,,,,
1171,M_def_2_prev_youth,Youth indicator 2 rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4572,,,,PUBLISHED,Published,,,,,WPR,,,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,11.0,11.00000,,,,,
1172,M_smkless_prev_youth,Youth smokeless tobacco use indicator rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4572,,,,PUBLISHED,Published,,,,,WPR,,,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,4.5,4.50000,,,,,
1173,R_total_tax_average,Average - taxes as a % of cigarette price - total tax,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4600,,,,PUBLISHED,Published,,2012,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,34.20,34.20000,,,,,
1174,R_Sp_excise_average,Average - taxes as a % of cigarette price - specific excise,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4598,,,,PUBLISHED,Published,,2012,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,23.50,23.50000,,,,,
1175,MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,WPR,2000,2000,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,3.1,3.10000,,,,,
1176,MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2010,2010,,WPR,2010,2010,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,2.3,2.30000,,,,,
1177,MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2015,2015,,WPR,2015,2015,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,5.4,5.40000,,,,,
1178,MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,3.7,3.70000,,,,,
1179,SA_0000001692,Framework of national alcohol policy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2313,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,Yes,,,,,,
1180,SA_0000001693,Level of adoption of national alcohol policy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2315,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,National Government,,,,,,
1181,SA_0000001698,"Adopted written national policy on alcohol, year revised",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1396,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,2016,,,,,,
1182,SA_0000001691,Central coordinating entity for alcohol policy implementation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2312,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,No,,,,,,
1183,SA_0000001692,Framework of national alcohol policy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2313,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,Yes,,,,,,
1184,SA_0000001691,Central coordinating entity for alcohol policy implementation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2312,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,No,,,,,,
1185,SA_0000001692,Framework of national alcohol policy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2313,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,No,,,,,,
1186,SA_0000001694,Sectors represented in national alcohol policy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1401,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,Yes,,,,,,
1187,SA_0000001694,Sectors represented in national alcohol policy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1401,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,Yes,,,,,,
1188,SA_0000001722,Government support for community action,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2358,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,No,,,,,,
1189,SA_0000001722,Government support for community action,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2358,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,No,,,,,,
1190,SA_0000001726,Penalties for drink driving,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3781,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,Yes,,,,,,
1191,SA_0000001726,Penalties for drink driving,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3781,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,No,,,,,,
1192,SA_0000001726,Penalties for drink driving,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3781,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,Yes,,,,,,
1193,SA_0000001726,Penalties for drink driving,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3781,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,Yes,,,,,,
1194,SA_0000001730,Price measures,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3784,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,No,,,,,,
1195,SA_0000001734,Number of standard alcoholic drinks displayed on containers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3788,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,No,,,,,,
1196,SA_0000001735,Alcohol content displayed on containers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3789,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,Yes,,,,,,
1197,SA_0000001733,"Consumer information about calories, additives, etc on containers",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3787,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_BEER,Beer,,,,,No,,,,,,
1198,SA_0000001734,Number of standard alcoholic drinks displayed on containers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3788,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_BEER,Beer,,,,,No,,,,,,
1199,SA_0000001735,Alcohol content displayed on containers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3789,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_BEER,Beer,,,,,Yes,,,,,,
1200,SA_0000001731,Level of taxation adjusted for inflation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3785,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_BEER,Beer,,,,,No data,,,,,,
1201,SA_0000001764,Server training,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2360,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,No,,,,,,
1202,SA_0000001755,"15-19 years old heavy episodic drinkers (population), % with 95%CI",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/459,,,,PUBLISHED,Published,,2010,2010,,WPR,2010,2010,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,16.7 [12.7-20.8],16.70000,12.7,20.8,,,
1203,SA_0000001755,"15-19 years old heavy episodic drinkers (population), % with 95%CI",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/459,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,9 [8.1-9.9],9.00000,8.1,9.9,,,
1204,SA_0000001756,"15-19 years old heavy episodic drinkers (drinkers only), %",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/458,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,18.9 [16.1-22.1],18.90000,16.1,22.1,,,
1205,SA_0000001756,"15-19 years old heavy episodic drinkers (drinkers only), %",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/458,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,52.1 [47.2-57],52.10000,47.2,57.0,,,
1206,SA_0000001741,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2332,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,37.1,,,,,,
1207,SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2332,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,1.8,,,,,,
1208,SA_0000001699,Age limits off-premise sales,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1400,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,18,,,,,,
1209,MH_9,Psychologists working in mental health sector (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2960,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,0.885,0.88481,,,,,
1210,MH_16,Beds in mental hospitals (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2965,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,4.129,4.12913,,,,,
1211,W27_smokeless_prod_ban,Ban on sale of smokeless tobacco products,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5583,,,,PUBLISHED,Published,,2014,2014,,WPR,2014,2014,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,No,,,,,,
1212,W27_smokeless_prod_ban,Ban on sale of smokeless tobacco products,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5583,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,No,,,,,,
1213,W27_smokeless_prod_ban,Ban on sale of smokeless tobacco products,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5583,,,,PUBLISHED,Published,,2010,2010,,WPR,2010,2010,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,No,,,,,,
1214,W27_smokeless_prod_ban,Ban on sale of smokeless tobacco products,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5583,,,,PUBLISHED,Published,,2007,2007,,WPR,2007,2007,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,No,,,,,,
1215,SA_0000001770,Regular reports from national monitoring systems,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2362,,,,PUBLISHED,Published,,2012,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,,,,,,,missing data
1216,SA_0000001760,15-19 years old total alcohol consumption in litres of pure alcohol,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/465,,,,PUBLISHED,Published,,2010,2010,,WPR,2010,2010,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,1.3 [0.9-1.8],1.30000,0.9,1.8,,,
1217,SA_0000001760,15-19 years old total alcohol consumption in litres of pure alcohol,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/465,,,,PUBLISHED,Published,,2010,2010,,WPR,2010,2010,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,3.7 [2.7-4.7],3.70000,2.7,4.7,,,
1218,SA_0000001760,15-19 years old total alcohol consumption in litres of pure alcohol,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/465,,,,PUBLISHED,Published,,2010,2010,,WPR,2010,2010,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,5.9 [4.0-8.0],5.90000,4.0,8.0,,,
1219,MH_19,Mental hospital admissions (per 100 000 population),,,,,PUBLISHED,Published,,2014,2014,,WPR,2014,2014,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,6.668,6.66800,,,,,
1220,MH_25,Stand-alone policy or plan for mental health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2950,,,,PUBLISHED,Published,,2014,2014,,WPR,2014,2014,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,Yes,,,,,,
1221,P8_compliance,Compliance of ban on smoking in PUBLIC TRANSPORT,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1265,,,,PUBLISHED,Published,,2014,2014,,WPR,2014,2014,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,5,5.00000,,,,,
1222,E5_compliance,Compliance of ban on advertising on billboards and outdoor advertising,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1286,,,,PUBLISHED,Published,,2014,2014,,WPR,2014,2014,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,6,6.00000,,,,,
1223,P3_compliance,Compliance of ban on smoking in UNIVERSITIES,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1265,,,,PUBLISHED,Published,,2014,2014,,WPR,2014,2014,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,8,8.00000,,,,,
1224,P4_compliance,Compliance of ban on smoking in GOVERNMENT FACILITIES,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1265,,,,PUBLISHED,Published,,2014,2014,,WPR,2014,2014,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,8,8.00000,,,,,
1225,E13_compliance,Compliance of ban on appearance of tobacco brands in TV and/or films (product placement),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1295,,,,PUBLISHED,Published,,2014,2014,,WPR,2014,2014,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,9,9.00000,,,,,
1226,P1_compliance,Compliance of ban on smoking in HEALTH-CARE FACILITIES,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1265,,,,PUBLISHED,Published,,2014,2014,,WPR,2014,2014,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,10,10.00000,,,,,
1227,P2_compliance,Compliance of ban on smoking in EDUCATIONAL FACILITIES EXCEPT UNIVERSITIES,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1265,,,,PUBLISHED,Published,,2014,2014,,WPR,2014,2014,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,10,10.00000,,,,,
1228,E1_compliance,Compliance of ban on advertising on national TV and radio,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1286,,,,PUBLISHED,Published,,2014,2014,,WPR,2014,2014,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,10,10.00000,,,,,
1229,E3_compliance,Compliance of ban on advertising on local magazines and newspapers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1286,,,,PUBLISHED,Published,,2014,2014,,WPR,2014,2014,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,10,10.00000,,,,,
1230,E25_ban_display_pt_of_sale,Ban on display of tobacco products at points of sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4588,,,,PUBLISHED,Published,,2014,2014,,WPR,2014,2014,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,No,,,,,,
1231,E26_direct_ad_fines,Law requires fines for violations of direct advertising bans,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4567,,,,PUBLISHED,Published,,2014,2014,,WPR,2014,2014,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,Yes,,,,,,
1232,E27_indirect_ad_fines,Law requires fines for violations of indirect advertising bans,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4568,,,,PUBLISHED,Published,,2014,2014,,WPR,2014,2014,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,Yes,,,,,,
1233,E25_ban_display_pt_of_sale,Ban on display of tobacco products at points of sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4588,,,,PUBLISHED,Published,,2012,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,No,,,,,,
1234,E26_direct_ad_fines,Law requires fines for violations of direct advertising bans,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4567,,,,PUBLISHED,Published,,2012,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,Yes,,,,,,
1235,E27_indirect_ad_fines,Law requires fines for violations of indirect advertising bans,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4568,,,,PUBLISHED,Published,,2012,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,Yes,,,,,,
1236,E25_ban_display_pt_of_sale,Ban on display of tobacco products at points of sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4588,,,,PUBLISHED,Published,,2010,2010,,WPR,2010,2010,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,No,,,,,,
1237,E26_direct_ad_fines,Law requires fines for violations of direct advertising bans,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4567,,,,PUBLISHED,Published,,2010,2010,,WPR,2010,2010,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,Yes,,,,,,
1238,E27_indirect_ad_fines,Law requires fines for violations of indirect advertising bans,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4568,,,,PUBLISHED,Published,,2010,2010,,WPR,2010,2010,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,Yes,,,,,,
1239,E25_ban_display_pt_of_sale,Ban on display of tobacco products at points of sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4588,,,,PUBLISHED,Published,,2007,2007,,WPR,2007,2007,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,No,,,,,,
1240,E26_direct_ad_fines,Law requires fines for violations of direct advertising bans,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4567,,,,PUBLISHED,Published,,2007,2007,,WPR,2007,2007,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,Yes,,,,,,
