index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
246,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,,2010,2010,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,47.8,47.80000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
247,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2013,2013,,WPR,Western Pacific,,,2013,2013,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,26.9,26.90000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
248,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2013,2013,,WPR,Western Pacific,,,2013,2013,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,8.3,8.30000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
249,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2013,2013,,WPR,Western Pacific,,,2013,2013,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,45.4,45.40000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
250,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2014,2014,,WPR,Western Pacific,,,2014,2014,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,26.2,26.20000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
251,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2014,2014,,WPR,Western Pacific,,,2014,2014,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,8.1,8.10000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
252,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2014,2014,,WPR,Western Pacific,,,2014,2014,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,44.3,44.30000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
253,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,,2015,2015,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,25.8,25.80000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
254,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,,2015,2015,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,7.8,7.80000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
255,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,,2015,2015,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,43.8,43.80000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
256,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,,2016,2016,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,25.1,25.10000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
257,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,,2016,2016,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,7.6,7.60000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
258,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,,2016,2016,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,42.7,42.70000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
259,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2017,2017,,WPR,Western Pacific,,,2017,2017,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,24.7,24.70000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
260,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2017,2017,,WPR,Western Pacific,,,2017,2017,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,7.3,7.30000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
261,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2017,2017,,WPR,Western Pacific,,,2017,2017,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,42.2,42.20000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
262,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,,2018,2018,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,24.3,24.30000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
263,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,,2018,2018,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,7.0,7.00000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
264,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,,2018,2018,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,41.6,41.60000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
265,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,,2018,2018,,,PHL,Philippines,,,,,,,,,,,,,,46,46.00000,,,,,
266,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2017,2017,,WPR,Western Pacific,,,2017,2017,,,PHL,Philippines,,,,,,,,,,,,,,45,45.00000,,,,,
267,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,,2016,2016,,,PHL,Philippines,,,,,,,,,,,,,,44,44.00000,,,,,
268,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,,2015,2015,,,PHL,Philippines,,,,,,,,,,,,,,43,43.00000,,,,,
269,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2014,2014,,WPR,Western Pacific,,,2014,2014,,,PHL,Philippines,,,,,,,,,,,,,,41,41.00000,,,,,
270,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2013,2013,,WPR,Western Pacific,,,2013,2013,,,PHL,Philippines,,,,,,,,,,,,,,40,40.00000,,,,,
271,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2012,2012,,WPR,Western Pacific,,,2012,2012,,,PHL,Philippines,,,,,,,,,,,,,,40,40.00000,,,,,
272,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2011,2011,,WPR,Western Pacific,,,2011,2011,,,PHL,Philippines,,,,,,,,,,,,,,40,40.00000,,,,,
273,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,,2010,2010,,,PHL,Philippines,,,,,,,,,,,,,,40,40.00000,,,,,
274,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2009,2009,,WPR,Western Pacific,,,2009,2009,,,PHL,Philippines,,,,,,,,,,,,,,40,40.00000,,,,,
275,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2008,2008,,WPR,Western Pacific,,,2008,2008,,,PHL,Philippines,,,,,,,,,,,,,,40,40.00000,,,,,
276,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2007,2007,,WPR,Western Pacific,,,2007,2007,,,PHL,Philippines,,,,,,,,,,,,,,41,41.00000,,,,,
277,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2006,2006,,WPR,Western Pacific,,,2006,2006,,,PHL,Philippines,,,,,,,,,,,,,,41,41.00000,,,,,
278,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,,2005,2005,,,PHL,Philippines,,,,,,,,,,,,,,42,42.00000,,,,,
279,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2004,2004,,WPR,Western Pacific,,,2004,2004,,,PHL,Philippines,,,,,,,,,,,,,,41,41.00000,,,,,
280,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2003,2003,,WPR,Western Pacific,,,2003,2003,,,PHL,Philippines,,,,,,,,,,,,,,41,41.00000,,,,,
281,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2002,2002,,WPR,Western Pacific,,,2002,2002,,,PHL,Philippines,,,,,,,,,,,,,,40,40.00000,,,,,
282,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2001,2001,,WPR,Western Pacific,,,2001,2001,,,PHL,Philippines,,,,,,,,,,,,,,39,39.00000,,,,,
283,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,,2000,2000,,,PHL,Philippines,,,,,,,,,,,,,,38,38.00000,,,,,
284,MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2017,2017,,WPR,Western Pacific,,,2017,2017,,,PHL,Philippines,,,,,,,,,,,,,,93,93.30000,,,,,Philippine Statistics Authority [Philippines]; 2019.
285,MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2017,2017,,WPR,Western Pacific,,,2017,2017,,,PHL,Philippines,,,,,,,,,,,,,,84,84.40000,,,,,DHS 2017.
286,MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2013,2013,,WPR,Western Pacific,,,2013,2013,,,PHL,Philippines,,,,,,,,,,,,,,73,72.80000,,,,,DHS 2013.
287,MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2011,2011,,WPR,Western Pacific,,,2011,2011,,,PHL,Philippines,,,,,,,,,,,,,,72,72.20000,,,,,FHS 2011.
288,MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2008,2008,,WPR,Western Pacific,,,2008,2008,,,PHL,Philippines,,,,,,,,,,,,,,62,62.20000,,,,,DHS 2008.
289,SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,,2018,2018,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,1,0.70000,,,,,Subnational introduction
290,SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,PUBLISHED,Published,,2017,2017,,WPR,Western Pacific,,,2017,2017,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,0,0.20000,,,,,Subnational introduction
291,SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,,2016,2016,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,23,23.40000,,,,,Subnational introduction
292,SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5338,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,,2019,2019,,,PHL,Philippines,,,,,,,,,,,,,,53,53.00000,,,,,
293,SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,,2018,2018,,,PHL,Philippines,,,,,,,,,,,,,,47 078 380,47078380.00000,,,,,
294,SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2017,2017,,WPR,Western Pacific,,,2017,2017,,,PHL,Philippines,,,,,,,,,,,,,,49 143 290,49143290.00000,,,,,
295,SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,,2016,2016,,,PHL,Philippines,,,,,,,,,,,,,,49 110 117,49110117.00000,,,,,
296,SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,,2015,2015,,,PHL,Philippines,,,,,,,,,,,,,,43 430 927,43430927.00000,,,,,
297,SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2014,2014,,WPR,Western Pacific,,,2014,2014,,,PHL,Philippines,,,,,,,,,,,,,,44 676 210,44676210.00000,,,,,
298,SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2013,2013,,WPR,Western Pacific,,,2013,2013,,,PHL,Philippines,,,,,,,,,,,,,,44 946 508,44946508.00000,,,,,
299,SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2012,2012,,WPR,Western Pacific,,,2012,2012,,,PHL,Philippines,,,,,,,,,,,,,,51 303 271,51303271.00000,,,,,
300,SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2011,2011,,WPR,Western Pacific,,,2011,2011,,,PHL,Philippines,,,,,,,,,,,,,,49 871 718,49871718.00000,,,,,
301,SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,,2010,2010,,,PHL,Philippines,,,,,,,,,,,,,,52 756 155,52756155.00000,,,,,
302,MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2001,2001,,WPR,Western Pacific,,,2001,2001,,,PHL,Philippines,,,,,,,,,,,,,,55.0,55.00000,,,,,Philippines 2003 Demographic and Health Survey
303,MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2002,2002,,WPR,Western Pacific,,,2002,2002,,,PHL,Philippines,,,,,,,,,,,,,,52.5,52.50000,,,,,Philippines 2003 Demographic and Health Survey
304,MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2006,2006,,WPR,Western Pacific,,,2006,2006,,,PHL,Philippines,,,,,,,,,,,,,,53.0,53.00000,,,,,Philippines 2008 Demographic and Health Survey
305,MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2007,2007,,WPR,Western Pacific,,,2007,2007,,,PHL,Philippines,,,,,,,,,,,,,,54.3,54.30000,,,,,Philippines 2008 Demographic and Health Survey
306,MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2011,2011,,WPR,Western Pacific,,,2011,2011,,,PHL,Philippines,,,,,,,,,,,,,,59.0,59.00000,,,,,Philippines 2013 Demographic and Health Survey
307,MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2012,2012,,WPR,Western Pacific,,,2012,2012,,,PHL,Philippines,,,,,,,,,,,,,,57.1,57.10000,,,,,Philippines 2013 Demographic and Health Survey
308,MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,,2016,2016,,,PHL,Philippines,,,,,,,,,,,,,,46.9,46.90000,,,,,Philippines 2017 Demographic and Health Survey
309,MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2017,2017,,WPR,Western Pacific,,,2017,2017,,,PHL,Philippines,,,,,,,,,,,,,,39.0,39.00000,,,,,Registration UNSD & WPP2019
310,SDGFPALL,Women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4988,PUBLISHED,Published,,2008,2008,,WPR,Western Pacific,,,2008,2008,,,PHL,Philippines,,,,,,,,,,,,,,46.5,46.49954,,,,,Philippines 2008 Demographic and Health Survey. 
311,SDGFPALL,Women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4988,PUBLISHED,Published,,2011,2011,,WPR,Western Pacific,,,2011,2011,,,PHL,Philippines,,,,,,,,,,,,,,54.1,54.10557,,,,,Philippines 2011 Family Health Survey. The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.
312,SDGFPALL,Women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4988,PUBLISHED,Published,,2017,2017,,WPR,Western Pacific,,,2017,2017,,,PHL,Philippines,,,,,,,,,,,,,,56,56.02334,,,,,Philippines 2017 Demographic and Health Survey. 
313,SDGFPALL,Women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4988,PUBLISHED,Published,,2003,2003,,WPR,Western Pacific,,,2003,2003,,,PHL,Philippines,,,,,,,,,,,,,,46.5,46.52867,,,,,Philippines 2003 Demographic and Health Survey. 
314,SDGFPALL,Women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4988,PUBLISHED,Published,,2013,2013,,WPR,Western Pacific,,,2013,2013,,,PHL,Philippines,,,,,,,,,,,,,,51.1,51.11805,,,,,Philippines 2013 Demographic and Health Survey. 
315,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1990,1990,,WPR,Western Pacific,,,1990,1990,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
316,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1991,1991,,WPR,Western Pacific,,,1991,1991,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
317,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1992,1992,,WPR,Western Pacific,,,1992,1992,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
318,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1993,1993,,WPR,Western Pacific,,,1993,1993,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
319,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1994,1994,,WPR,Western Pacific,,,1994,1994,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
320,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1995,1995,,WPR,Western Pacific,,,1995,1995,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
321,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1996,1996,,WPR,Western Pacific,,,1996,1996,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
322,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1997,1997,,WPR,Western Pacific,,,1997,1997,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
323,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1998,1998,,WPR,Western Pacific,,,1998,1998,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
324,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1999,1999,,WPR,Western Pacific,,,1999,1999,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
325,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,,2000,2000,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
326,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2001,2001,,WPR,Western Pacific,,,2001,2001,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
327,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2002,2002,,WPR,Western Pacific,,,2002,2002,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
328,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2003,2003,,WPR,Western Pacific,,,2003,2003,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
329,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2004,2004,,WPR,Western Pacific,,,2004,2004,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,0.01 [<0.01–0.01],0.01000,,0.01,,,
